276.48	262.3635761
257.45	223.0629386
210.74	120.046367
297.24	315.4128695
292.05	316.5218219
202.09	98.78547738
136.35	43.1465278
67.15	7.108155752
214.2	123.3769142
243.61	181.9773141
279.94	261.2959277
151.92	49.27096678
91.37	9.37416822
255.72	213.6136266
113.86	23.95457437
259.18	223.4419341
93.1	11.17385607
132.89	45.57876937
141.54	44.30309746
148.46	46.50806472
262.64	220.5827202
119.05	26.64841604
188.25	79.42872322
157.11	50.25258587
170.95	66.45721643
273.02	265.4259234
241.88	185.1547445
103.48	20.00521644
198.63	84.40469946
63.69	5.946894618
195.17	94.3804576
193.44	80.62763211
65.42	2.945202442
233.23	151.033441
248.8	173.1391097
229.77	145.2914968
60.23	7.68616755
89.64	16.87567866
79.26	5.169545038
238.42	161.8025474
260.91	217.4642778
293.78	326.7828904
286.86	266.0482059
120.78	33.98997335
205.55	105.5292089
172.68	68.85245537
271.29	269.0204906
217.66	119.4012926
212.47	126.6777955
224.58	142.2674431
41.2	-0.60389976
183.06	66.96920202
122.51	22.70306072
87.91	10.5484645
231.5	162.3606652
176.14	69.30847175
106.94	21.74460589
58.5	5.962998001
236.69	153.8611566
146.73	47.1307501
108.67	22.17916803
110.4	22.54295637
274.75	224.6052305
94.83	16.83473232
51.58	2.524986514
155.38	50.65288861
253.99	179.6750401
84.45	12.46903648
98.29	17.25428936
61.96	4.421287863
125.97	38.26111498
226.31	145.5826877
162.3	50.09142989
184.79	70.27577522
139.81	48.55575477
100.02	19.91852868
165.76	56.65760414
42.93	0.887017484
127.7	32.18807968
269.56	216.8224924
145	53.39150977
158.84	50.65613714
174.41	61.92992267
191.71	82.34620328
186.52	84.04321753
203.82	106.2649902
285.13	275.2746017
169.22	55.97426494
209.01	113.9051847
215.93	130.8476142
250.53	204.9209387
68.88	4.574221687
219.39	136.8309421
82.72	8.118870014
164.03	57.70631032
131.16	46.70942959
112.13	18.30815971
70.61	10.70865532
247.07	186.4725966
189.98	82.73407038
283.4	250.894477
222.85	136.876085
124.24	41.06047403
80.99	15.88591716
245.34	173.442904
252.26	190.7038759
288.59	304.7539957
134.62	32.3471092
200.36	93.26240273
278.21	295.81292
221.12	129.4766533
55.04	5.018909083
75.8	11.31135046
264.37	233.8605469
56.77	9.045952292
96.56	20.03478485
179.6	70.52255736
281.67	270.724856
138.08	41.49134191
196.9	102.300139
181.33	77.48422759
266.1	267.952939
234.96	155.674429
143.27	58.63025995
160.57	55.26488026
228.04	145.565669
240.15	155.9142762
298.97	330.944273
295.51	316.6366947
153.65	41.70613902
207.28	109.7380917
77.53	7.623509705
86.18	7.644438185
150.19	39.62364338
74.07	7.820108697
72.34	5.77022464
129.43	42.90762706
53.31	3.157540221
167.49	59.30739458
105.21	19.7732909
44.66	2.540507263
115.59	25.84681628
101.75	16.22149726
290.32	256.9065553
46.39	-0.536696863
267.83	221.6290456
177.87	70.11432296
49.85	4.157175343
117.32	23.41803752
48.12	5.161724928
